1	9959344
2	11524626
3	14514418
4	13861049
5	13710492
6	15636975
7	15593417
8	17501900
9	17358777
10	18585369
11	17739406
12	19214269
13	17985142
14	19545917
15	17163144
16	17812039
17	15930708
18	17867075
19	15557359
20	17387976
21	15341104
22	16323555
23	14304164
24	16293716
25	13695426
26	15448864
27	13419146
28	14318783
29	12407200
30	14013550
31	12008728
32	13630628
33	11445213
34	12564903
35	11374425
36	12261850
37	10068769
38	11579320
39	9829219
40	11312846
41	9139952
42	10652596
43	8634293
44	9893516
45	8569128
46	9520694
47	7924874
48	9526777
49	7692463
50	8759516
51	7551274
52	8443021
53	7077415
54	8335992
55	6591700
56	7583273
57	6537481
58	7180402
59	6023967
60	7211150
61	5738151
62	6656619
63	5714954
64	6516726
65	5273727
66	6316721
67	5017341
68	5818533
69	4993088
70	5536839
71	4588088
72	5551547
73	4331344
74	5084100
75	4354587
76	4877297
77	3927836
78	4779147
79	3773610
80	4475578
81	3807790
82	4256135
83	3506143
84	4301109
85	3365561
86	3957499
87	3403331
88	3809659
89	3101475
90	3796014
91	2965385
92	3510156
93	3027697
94	3398267
95	2797636
96	3510001
97	2639939
98	3116478
99	2662943
100	3002657
101	2425751
102	3005217
103	2322621
104	2782691
105	2351222
106	2633184
107	2144795
108	2667142
109	2026515
110	2404974
111	2074546
112	2317868
113	1850803
114	2327187
115	1777410
116	2152416
117	1810491
118	2040946
119	1639120
120	2130337
121	1578040
122	1903055
123	1608593
124	1879030
125	1454076
126	1888465
127	1397705
128	1714401
129	1447114
130	1626181
131	1298205
132	1699900
133	1304503
134	1526607
135	1296958
136	1515978
137	1160681
138	1491511
139	1121433
140	1413309
141	1175838
142	1313093
143	1050491
144	1376794
145	1023457
146	1234124
147	1071951
148	1216225
149	964472
150	1253361
151	938668
152	1165686
153	989617
154	1107457
155	892763
156	1168008
157	868552
158	1056865
159	916054
160	1042277
161	830461
162	1060082
163	807716
164	983953
165	850723
166	943627
167	761148
168	997116
169	740575
170	900951
171	792666
172	903307
173	721604
174	916344
175	699991
176	855970
177	732395
178	814406
179	655778
180	873632
181	647026
182	779975
183	681864
184	771221
185	617825
186	794039
187	599816
188	737510
189	635599
190	719811
191	573190
192	752661
193	571616
194	689511
195	596079
196	675607
197	557951
198	701822
199	534030
200	648878
201	558353
202	616919
203	508702
204	663173
205	501056
206	597855
207	526058
208	595642
209	478040
210	657487
211	474735
212	568808
213	490464
214	541729
215	441216
216	570181
217	433816
218	513894
219	456434
220	553886
221	414982
222	525948
223	402370
