3	7357913974
4	5287352374
5	6074314614
6	5762375706
7	5522962378
8	4771203756
9	4304902156
10	3823344892
11	3373208148
12	3014485346
13	2703534945
14	2432515117
15	2191794010
16	2005757762
17	1840968051
18	1677983355
19	1557511714
20	1432362646
21	1314273839
22	1234091992
23	1136588120
24	1041521394
25	957650371
26	886816251
27	816588941
28	743104781
29	688210183
30	622446894
31	563502770
32	512985871
33	464587143
34	421043336
35	383278523
36	344899481
37	311788906
38	284660232
39	258449832
40	236999494
41	211123734
42	191828238
43	173510597
44	158611479
45	144896074
46	129908712
47	116272943
48	107434900
49	97920591
50	87888236
51	81859056
52	74048467
53	67862093
54	61793534
55	57752254
56	52401985
57	46795064
58	43753618
59	39465519
60	36022818
61	32536440
62	30171615
63	29554472
64	26705014
65	24803333
66	22216452
67	20751036
68	18809163
69	17840304
70	16509314
71	15274799
72	14265515
73	13446973
74	12627485
75	12171922
76	11383650
77	10501327
78	9635890
79	9863784
80	8586462
81	8994370
82	7899280
83	7864290
84	7089813
85	7210316
86	6406694
87	5811014
88	5475422
89	5313015
90	5666962
91	4819983
92	5153678
93	4605128
94	4964662
95	3986842
96	4159049
97	4250045
98	3372088
99	3472608
100	3310330
101	3193813
102	2910118
103	2756442
104	2707627
105	3290058
106	2884691
107	2453001
108	2205311
109	2775294
110	2111933
111	1957973
112	2044589
113	2086594
114	1995631
115	1734671
116	1725495
117	1748844
118	1562978
119	2100165
120	1543666
121	1509646
122	1413859
123	1378871
124	1263020
125	1346354
126	1286406
127	1116794
128	1067583
129	1218204
130	1202104
131	1185642
132	1008735
133	1014412
134	999940
135	1021443
136	952776
137	923230
138	868862
139	938480
140	904155
141	836356
142	747406
143	741563
144	753738
145	726663
146	832579
147	825015
148	637995
149	1177485
150	651891
151	871540
152	676340
153	609498
154	546869
155	575002
156	557672
157	560749
158	573215
159	570705
160	567144
161	500591
162	527567
163	488302
164	516778
165	583394
166	460389
167	548316
168	474381
169	430305
170	430370
171	434020
172	471012
173	384957
174	572800
175	403460
176	514090
177	366389
178	339659
179	437244
180	569706
181	327281
182	408766
183	376377
184	400510
185	296026
186	305553
187	324359
188	314817
189	309935
190	303961
191	287146
192	288339
193	252733
194	243639
195	289894
196	240301
197	304813
198	278713
199	259754
200	234182
201	348091
202	242292
203	263278
204	211205
205	242064
206	234111
207	207104
208	217515
209	219866
210	221867
211	220324
212	216879
213	190464
214	195103
215	198738
216	199772
217	183910
218	267497
219	250013
220	177134
221	166452
222	175313
223	170257
224	147067
225	156125
226	219106
227	195376
228	163942
229	139352
230	138813
231	161926
232	145006
233	173147
234	161645
235	159998
236	150153
237	145667
238	159925
239	174139
240	150491
241	137945
242	183207
243	172717
244	234699
245	160168
246	149178
247	192669
248	138974
249	138868
250	126280
251	146233
252	125253
253	193889
254	157822
255	143155
256	114401
257	146619
258	194574
259	142061
260	117398
261	116245
262	98147
263	109631
264	133874
265	93097
266	108859
267	119445
268	90382
269	94819
270	86238
271	81960
272	91853
273	92918
274	78455
275	83592
276	83511
277	108337
278	90894
279	90488
280	102529
281	98740
282	86007
283	79550
284	81666
285	103993
286	77136
287	73923
288	88368
289	78963
290	77953
291	69249
292	64266
293	71622
294	75109
295	81111
296	68042
297	80059
298	67215
299	69794
300	66622
301	81201
302	74011
303	66247
304	65714
305	61961
306	66926
307	86846
308	69766
309	66461
310	80695
311	68022
312	68324
313	69461
314	65965
315	57623
316	72418
317	57701
318	63581
319	60699
320	83157
321	59095
322	70860
323	59897
324	49830
325	78492
326	50172
327	70298
328	55803
329	48453
330	53764
331	63383
332	60571
333	55175
334	49552
335	49559
336	51550
337	45364
338	57560
339	42530
340	50230
341	40961
342	49500
343	45851
344	66479
345	41764
346	42809
347	80908
348	69656
349	45966
350	38695
351	51648
352	42296
353	39578
354	41106
355	42073
356	42144
357	37277
358	36662
359	46507
360	43749
361	52601
362	38389
363	43616
364	36259
365	35060
366	34936
367	35797
368	34323
369	34516
370	40838
371	37558
372	41359
373	37329
374	31048
375	32856
376	31035
377	36873
378	31471
379	42786
380	28768
381	34141
382	28620
383	27852
384	31484
385	57934
386	67157
387	46833
388	27461
389	28103
390	35731
391	32333
392	33606
393	34801
394	25666
395	68089
396	46095
397	25703
398	25016
399	38403
400	26181
401	27410
402	27455
403	31264
404	26218
405	33123
406	31096
407	32622
408	34722
409	27895
410	38920
411	24017
412	24513
413	25119
414	38913
415	22774
416	24970
417	21881
418	21862
419	24548
420	22589
421	26486
422	22719
423	28417
424	19986
425	26982
426	34236
427	20660
428	24078
429	20766
430	17933
431	19636
432	25869
433	33755
434	21979
435	35322
436	18625
437	27208
438	19041
439	25971
440	19877
441	21374
442	16570
443	20387
444	20481
445	27448
446	17816
447	19869
448	18012
449	19775
450	35606
451	20095
452	28021
453	28824
454	25475
455	32072
456	20079
457	23606
458	16848
459	18167
460	16481
461	18991
462	19676
463	17501
464	21292
465	25402
466	25277
467	15887
468	21084
469	21675
470	15351
471	23125
472	15535
473	17555
474	20265
475	16304
476	22798
477	34454
478	18107
479	18269
480	18221
481	18900
482	15273
483	18714
484	15313
