FilterTextHtml.mime_types	application/ms-infopath.xml	2
FilterTextHtml.mime_types	application/ms-powerpoint	1871
FilterTextHtml.mime_types	application/mspowerpoint	2984
FilterTextHtml.mime_types	application/nappdf	114
FilterTextHtml.mime_types	*,application/octet-stream	1
FilterTextHtml.mime_types	application/octet-stream,	1
FilterTextHtml.mime_types	application/octet-stream????	14
FilterTextHtml.mime_types	application//octet-stream	173
FilterTextHtml.mime_types	application/octet-stream	1748154
FilterTextHtml.mime_types	'application/octet-stream'	2
FilterTextHtml.mime_types	application-octet/stream	2
FilterTextHtml.mime_types	application/octet-stream,all	9
FilterTextHtml.mime_types	application/octet-stream,application/octet-stream	13
FilterTextHtml.mime_types	application/octet-stream\\\\n	3
FilterTextHtml.mime_types	application/octet-stream.pdf	113
FilterTextHtml.mime_types	application/octet-stream\\\\r\\\\n	5
FilterTextHtml.mime_types	application/onix+xml	2
FilterTextHtml.mime_types	application/open-document-text	1
FilterTextHtml.mime_types	application/opensearchdescription+xml	141439
FilterTextHtml.mime_types	application/opensearch+xml	4
FilterTextHtml.mime_types	application/opml+xml	45
FilterTextHtml.mime_types	application/pcast+xml	6
FilterTextHtml.mime_types	????application/pdf	1
FilterTextHtml.mime_types	application/pdf))	1
FilterTextHtml.mime_types	application/pdf,	104
FilterTextHtml.mime_types	application/pdf'	13
FilterTextHtml.mime_types	application/pdf|1	4
FilterTextHtml.mime_types	application/.pdf	167
FilterTextHtml.mime_types	application/pdf:	2
FilterTextHtml.mime_types	<?\=application/pdf	3
FilterTextHtml.mime_types	????????application/pdf	3
FilterTextHtml.mime_types	application/-pdf	42
FilterTextHtml.mime_types	application/pdf	46916923
FilterTextHtml.mime_types	'application/pdf'	8
FilterTextHtml.mime_types	\\{application/pdf	88
FilterTextHtml.mime_types	application/pdfapplication/octet-stream	20
FilterTextHtml.mime_types	application/pdf\\\\n	54
FilterTextHtml.mime_types	application/pdf\\\\n\\\\n	2
FilterTextHtml.mime_types	application/pdf/.pdf	1
FilterTextHtml.mime_types	application/pdf.pdf	1
FilterTextHtml.mime_types	application/pdf,text/html	5
FilterTextHtml.mime_types	application/plain-text	1
FilterTextHtml.mime_types	application/plaintext	4
FilterTextHtml.mime_types	application/pls+xml	2253
FilterTextHtml.mime_types	application/plx-dsm-xml	1
FilterTextHtml.mime_types	application/podcast+xml	1
FilterTextHtml.mime_types	application/powder+xml	3
FilterTextHtml.mime_types	application/powerpoint	628
FilterTextHtml.mime_types	application/pxml	1
FilterTextHtml.mime_types	application/rdf+xml,	1
FilterTextHtml.mime_types	application/rdf-xml	2
FilterTextHtml.mime_types	application/rdf+xml	497514
FilterTextHtml.mime_types	application/recomendaciones-para-tratamiento-uddelholm.pdf	1
FilterTextHtml.mime_types	application/reginfo+xml	10
FilterTextHtml.mime_types	application/resource-lists+xml	1
FilterTextHtml.mime_types	application/richtext	10
FilterTextHtml.mime_types	application/rich-text	2
FilterTextHtml.mime_types	application/rls-services+xml	6
FilterTextHtml.mime_types	application/rsd+xml	182889
FilterTextHtml.mime_types	application/rss2+xml	3
FilterTextHtml.mime_types	/application/rss+xml	1
FilterTextHtml.mime_types	'application/rss+xml	1
FilterTextHtml.mime_types	'application/rss+xml'	17
FilterTextHtml.mime_types	application/rss-xml	193
FilterTextHtml.mime_types	application/rss+xml)	2
FilterTextHtml.mime_types	'application/rss+xml',	29
FilterTextHtml.mime_types	????'application/rss+xml'	3
FilterTextHtml.mime_types	????application/rss+xml	3
FilterTextHtml.mime_types	application/rss+xml	3856045
FilterTextHtml.mime_types	application/rss+xml,	52
FilterTextHtml.mime_types	\\{application/rss+xml\\}	6
FilterTextHtml.mime_types	application/rss+xml:	9
FilterTextHtml.mime_types	application/rss+xml\\\\n\\\\n	3
FilterTextHtml.mime_types	application/rtf	116077
FilterTextHtml.mime_types	application/sitemap+xml	3
FilterTextHtml.mime_types	applications/latex	1
FilterTextHtml.mime_types	application/smil+xml	1218
FilterTextHtml.mime_types	application/smx+xml	2
FilterTextHtml.mime_types	application/soap+xml	1
FilterTextHtml.mime_types	applications/octet-steam	4
FilterTextHtml.mime_types	applications/octet-stream	67
FilterTextHtml.mime_types	application/softgrid-doc	1
FilterTextHtml.mime_types	application/softgrid-pdf	2
FilterTextHtml.mime_types	application/sparql-results+xml	2
FilterTextHtml.mime_types	applications/pdf	3
FilterTextHtml.mime_types	application/srgs+xml	8
FilterTextHtml.mime_types	applications/rss+xml	8
FilterTextHtml.mime_types	applications/sisx	2
FilterTextHtml.mime_types	application/startlet+xml	12
FilterTextHtml.mime_types	application/svg+xml	2
FilterTextHtml.mime_types	applications/vnd.google-earth.kml+xml	3
FilterTextHtml.mime_types	applications/vnd.google-earth.kmz	14
